tree,PD,ePDloss
556,40322.3148860363,6215.46235233895
557,40964.4278178607,6188.93036705061
558,40070.472379745,5946.42859607933
559,40838.3650455508,6212.28006762984
560,41433.3397984346,6462.4346856293
561,39810.7885685456,6177.85565973381
562,39417.9970480482,5767.67878424879
563,40581.7467981883,6009.7718803257
564,40084.8369755896,6099.14074644097
565,28117.4528830109,3977.05798054471
566,28813.2899208145,4308.21075298929
567,28059.4319385677,3929.88260852222
568,27946.6480686192,4232.7528680297
569,42052.4567980609,6224.49235768799
570,39553.6027411215,5765.44163861004
571,39065.6837685332,5361.731021531
572,39652.7248371076,6142.09911680632
573,27648.9249461486,3774.8366246642
574,27635.577330948,3903.1481575117
575,40257.0483669323,5682.91704527114
576,40304.6498530467,5902.85601522919
577,40620.6309607015,6076.87071707652
578,39642.2896759535,5745.04827658618
579,40925.6924651963,6161.23689761022
580,40343.1632462513,6229.62890442882
581,40573.9014149747,6029.54307256403
582,38992.0566283956,5867.91333919281
583,40602.0673376174,6299.12716446152
584,40372.3165830917,6383.26573058597
585,41087.5349394619,6266.89243306182
586,39866.5345825522,5799.95533592058
587,40712.8908287667,6220.13614743274
588,40746.9904751839,6067.16735264413
589,41819.101394529,6465.8815736898
590,40881.9826288587,6045.62772781059
591,40060.4219537084,5914.11224543489
592,40426.6219383554,6171.64600346015
593,41157.8053070371,6258.28246580225
594,39903.9888067551,5930.59176255141
595,40678.4775610761,6170.58571930035
596,41215.531061355,6290.05041928361
597,40669.6936057625,6243.40439961502
598,40166.8707066214,5774.9768594506
599,40529.7528240823,6172.54507682698
600,41216.7321010958,6342.4315520831
601,40185.2368095971,6208.96010022545
602,41119.8865984114,6353.53142714623
603,52315.2760613239,8516.26330916504
604,50996.005244583,7692.37907470197
605,28473.5869004817,4248.82104192571
606,28469.0532260765,4240.49841858971
607,40696.023863707,6211.28981634542
608,41344.1647567275,6490.27934286828
609,41420.3443801732,6148.64541263803
610,40022.7345211568,5840.93762936919
611,40055.2752866505,6076.70670917546
612,41434.7537011671,6394.45100832904
613,41433.7652718703,6625.53292432899
614,42300.4377506381,6275.13373329584
615,41643.3332020525,6365.44904677032
616,41193.343508106,6305.7941726576
617,41071.2487046257,6100.44422773515
618,41145.7412552092,6248.66166245851
619,41008.9656923893,6226.00505248209
620,40739.9264065007,6154.21934779704
621,39983.9004766491,5885.31416977894
622,39860.7643417861,6214.04381418866
623,40750.0497213907,6049.17250605986
