tree,PD,ePDloss
405,27418.1873615389,2785.90617693558
406,27527.6390166435,2836.33946784617
407,27946.5249766232,2975.05689721095
408,27695.1868597499,2853.99731627693
409,28241.2585889712,2921.63348921636
410,31718.815720146,3310.83382588775
411,29182.9275376439,3042.41689534976
412,28304.190071647,3063.06622612693
413,28236.9300067197,2907.92163276785
414,27843.5158998105,2868.62096905449
415,32036.3752888404,3231.97355808515
416,27861.5216902049,2852.57195088711
417,28774.4596430666,3063.92406285623
418,28955.989112475,3053.6542552983
419,28295.5972673928,2922.65819250763
420,28879.3996373592,2955.07747927268
421,28841.9808709526,3006.53206531885
422,28039.793984778,2868.30763259555
423,27923.2543952063,2835.07220053254
424,28256.8000203772,2842.98611923118
425,28130.10667834,2898.66187716265
426,27539.5472997839,2695.34638259934
427,27189.394008258,2733.08776272952
428,26986.4588452942,2808.52375554565
429,26609.1574850902,2748.57512920066
430,27224.5763321832,2804.3508551205
431,27189.3410133778,2771.70856528037
432,26992.2964880882,2837.89834559662
433,27142.0445699737,2825.96726544896
434,29666.7197096238,3049.29918213222
435,28075.5784769294,2881.82969091625
436,27848.1435492118,2844.85495207868
437,27923.5741454894,2820.03091933627
438,27639.4354344982,2853.45141550228
439,28424.4839538698,2935.7015294081
440,29717.9283669342,3106.99379516621
441,29571.6752839338,2918.50732712457
442,29425.1640727895,2974.71444487237
443,29461.8559594479,3000.96552588494
444,27471.6616170956,2705.70535428419
445,28612.8424449201,2914.03629632665
446,28919.4108335385,2935.17894426071
447,29241.3339356429,3005.02129305637
448,29131.8269516038,2941.81351771934
449,29060.1099474607,2973.74358214237
450,30099.9580045353,3065.48731240948
451,30015.2679636432,2948.5682186018
452,29996.9148930446,3059.88039997393
453,30664.2475872166,3074.73812943602
454,29852.199985685,2949.73546863008
455,30154.3646382212,3015.07194684837
456,29168.3053059473,2921.63829980365
457,29715.9517734227,3070.76212883768
458,28827.0555943589,3036.25592568613
459,28187.4322424647,2852.89053026727
460,31447.4482419189,3155.56728836458
461,28980.5470966184,3009.11994341791
462,29525.6313580773,2965.61896747002
463,29534.4957948224,3079.74860712993
464,29583.6099177023,3038.12284899963
465,29259.6587043324,2911.54665653176
466,29702.5240468163,3082.7475906324
467,29122.5230457599,2986.40565212776
468,28994.0406001187,3008.00036279399
469,30134.8231056278,3067.67201956332
470,28653.1302030528,2880.19789955789
471,30008.0559429071,2988.96983711187
472,29653.5605719098,2992.74672022302
473,29429.4916505971,2991.63474895997
474,29349.5870976724,2932.02722651876
475,30047.6884072661,3038.1483006139
476,30768.3893834127,3031.53726769404
477,30809.5686541164,3185.69373522537
478,31667.5349197316,3202.58924508484
479,31621.9216093326,3194.50914965895
480,29614.3268726449,3034.53999650231
481,32710.7290639809,3409.73880695378
482,32540.3156464962,3389.70035017669
483,32218.1495691698,3345.34070233773
484,32195.2463648131,3364.4397275449
485,31340.8415177162,3199.31191004126
486,30870.5489238177,3063.89035898018
487,30414.9135939803,2987.12129778075
488,30780.1305601256,3077.01845597595
489,28342.4510816685,2977.85510090924
490,29962.2980268039,3014.54515566407
491,30171.2896092093,3040.13940657355
492,30251.1830306065,2972.04696674494
493,28357.6216280524,2906.31626615757
494,29075.4865931369,3046.40851028999
495,30454.9428621815,3179.8091696566
496,31106.1032210442,3297.26276148722
497,30826.5364669394,3169.74475289738
498,30759.9995790936,3197.52462943513
499,28421.863239411,2805.07904184871
500,28584.3983732015,2896.05624463114
501,33131.5195204503,3420.43657162822
502,32780.3063726505,3397.35540447017
503,30974.137797104,3163.82248621249
504,32386.3855929371,3335.57114265691
505,32185.297995203,3272.47029898864
506,31772.6531715051,3198.38327317424
507,31441.8786603311,3176.0921300528
508,31347.6613065475,3088.00276214116
509,31128.9615539744,3152.31444259274
510,32007.2921076799,3277.36665252992
511,32472.4804888594,3295.15147226074
512,32768.9799076528,3436.77479823104
513,32668.1768360593,3430.91659557791
514,31888.6324687476,3296.6489012664
515,32796.2022092583,3450.57749918094
516,32837.4712524076,3304.54970215459
517,32405.8211221302,3224.54573390957
518,32570.4451649965,3294.84679493718
519,32641.0466842178,3194.69744793012
520,32736.2357930012,3318.93932237178
